ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
1518,1965,Master,Married," ₹ 62,694.00 ",1.00,1.00,17-06-2013,29.00,379.00,6.00,157.00,25.00,91.00,91.00,5.00,9.00,3.00,7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5734,1974,PhD,Married," ₹ 61,917.00 ",1.00,1.00,20-11-2013,83.00,46.00,4.00,36.00,2.00,2.00,1.00,1.00,2.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2878,1947,PhD,Married," ₹ 67,472.00 ",0.00,1.00,28-09-2013,93.00,162.00,31.00,127.00,8.00,17.00,69.00,2.00,4.00,2.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1458,1982,Master,Married," ₹ 21,059.00 ",1.00,0.00,07-01-2014,40.00,8.00,3.00,19.00,3.00,3.00,8.00,3.00,3.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7007,1968,Master,Married," ₹ 29,543.00 ",2.00,0.00,01-04-2014,47.00,17.00,3.00,18.00,3.00,4.00,18.00,2.00,3.00,1.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6200,1951,Graduation,Married," ₹ 75,903.00 ",0.00,1.00,08-04-2013,50.00,340.00,108.00,185.00,130.00,38.00,100.00,2.00,6.00,6.00,9.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1403,1975,2n Cycle,Married," ₹ 34,984.00 ",1.00,1.00,06-09-2012,40.00,8.00,4.00,15.00,3.00,5.00,3.00,2.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4827,1956,PhD,Single," ₹ 54,998.00 ",0.00,1.00,10-03-2013,3.00,154.00,22.00,202.00,39.00,30.00,8.00,5.00,4.00,2.00,9.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
6250,1949,PhD,Widow," ₹ 54,356.00 ",0.00,1.00,19-11-2012,62.00,710.00,15.00,30.00,20.00,0.00,0.00,3.00,11.00,2.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
9291,1959,Master,Married," ₹ 34,242.00 ",0.00,1.00,23-03-2014,25.00,8.00,2.00,4.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2478,1973,Graduation,Married," ₹ 25,410.00 ",1.00,0.00,31-08-2013,48.00,2.00,2.00,4.00,13.00,13.00,4.00,1.00,1.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1139,1984,PhD,Married," ₹ 73,356.00 ",0.00,0.00,06-02-2014,56.00,1050.00,14.00,322.00,0.00,14.00,112.00,1.00,5.00,11.00,5.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
5138,1950,Graduation,Married," ₹ 28,320.00 ",0.00,1.00,14-01-2013,68.00,19.00,1.00,14.00,3.00,2.00,4.00,1.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5393,1977,Graduation,Single," ₹ 23,763.00 ",1.00,0.00,07-08-2012,64.00,22.00,0.00,6.00,6.00,2.00,6.00,1.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10413,1984,Graduation,Married," ₹ 72,570.00 ",0.00,0.00,25-04-2014,67.00,274.00,83.00,216.00,151.00,141.00,224.00,1.00,4.00,6.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5015,1976,Master,Married," ₹ 34,529.00 ",1.00,0.00,14-09-2012,94.00,68.00,6.00,38.00,3.00,6.00,41.00,2.00,2.00,2.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10868,1951,Graduation,Widow," ₹ 70,792.00 ",0.00,0.00,06-02-2013,82.00,344.00,45.00,654.00,104.00,11.00,114.00,2.00,3.00,4.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10676,1982,Graduation,Married," ₹ 63,211.00 ",0.00,0.00,02-11-2012,3.00,145.00,193.00,459.00,205.00,26.00,145.00,2.00,3.00,8.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
2495,1974,Master,Married," ₹ 83,891.00 ",0.00,1.00,20-06-2014,24.00,217.00,38.00,350.00,111.00,85.00,15.00,1.00,4.00,7.00,10.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7842,1968,Graduation,Single," ₹ 36,065.00 ",1.00,1.00,31-03-2013,54.00,18.00,7.00,34.00,10.00,2.00,3.00,3.00,3.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9955,1954,Graduation,Married," ₹ 39,898.00 ",0.00,1.00,12-02-2013,20.00,69.00,8.00,26.00,12.00,7.00,12.00,2.00,3.00,0.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6663,1940,PhD,Single," ₹ 51,141.00 ",0.00,0.00,08-07-2013,96.00,144.00,0.00,7.00,0.00,0.00,6.00,1.00,3.00,1.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2162,1976,Graduation,Married," ₹ 56,939.00 ",0.00,1.00,18-09-2013,19.00,256.00,34.00,103.00,90.00,29.00,49.00,2.00,3.00,3.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3434,1951,Graduation,Single," ₹ 80,872.00 ",0.00,0.00,12-05-2014,60.00,483.00,72.00,567.00,94.00,12.00,108.00,1.00,4.00,4.00,10.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7919,1976,PhD,Married," ₹ 72,335.00 ",0.00,0.00,13-08-2012,2.00,1285.00,105.00,653.00,28.00,21.00,0.00,1.00,10.00,4.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
5626,1964,PhD,Single," ₹ 61,798.00 ",0.00,0.00,23-11-2013,13.00,338.00,4.00,89.00,11.00,8.00,13.00,1.00,4.00,2.00,9.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6428,1950,PhD,Widow," ₹ 76,842.00 ",0.00,0.00,03-05-2014,37.00,605.00,10.00,345.00,84.00,54.00,32.00,1.00,1.00,8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8514,1976,Graduation,Married," ₹ 29,478.00 ",1.00,0.00,17-01-2014,59.00,8.00,0.00,7.00,3.00,1.00,1.00,1.00,1.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10448,1956,Graduation,Single," ₹ 46,998.00 ",0.00,1.00,22-10-2012,55.00,172.00,41.00,86.00,45.00,6.00,27.00,5.00,5.00,3.00,5.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2109,1990,Graduation,Single," ₹ 96,843.00 ",0.00,0.00,23-04-2013,60.00,448.00,71.00,951.00,40.00,17.00,17.00,1.00,6.00,11.00,10.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
7530,1950,PhD,Widow," ₹ 56,551.00 ",1.00,1.00,07-05-2014,48.00,67.00,4.00,32.00,17.00,2.00,16.00,3.00,2.00,1.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8925,1965,Master,Married," ₹ 70,053.00 ",0.00,1.00,03-07-2013,38.00,512.00,53.00,98.00,81.00,179.00,89.00,3.00,8.00,5.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3009,1962,PhD,Widow," ₹ 71,670.00 ",0.00,0.00,09-07-2013,8.00,1462.00,16.00,128.00,0.00,0.00,160.00,1.00,5.00,3.00,6.00,6.00,0.00,1.00,1.00,0.00,1.00,0.00,3.00,11.00,1.00
6355,1978,Graduation,Married," ₹ 44,359.00 ",1.00,1.00,17-06-2014,19.00,20.00,0.00,14.00,7.00,3.00,1.00,3.00,2.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3517,1952,Graduation,Single," ₹ 40,887.00 ",1.00,1.00,06-05-2013,32.00,50.00,4.00,44.00,10.00,10.00,43.00,3.00,3.00,1.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
1158,1966,Graduation,Divorced," ₹ 48,877.00 ",0.00,1.00,05-01-2014,27.00,102.00,1.00,15.00,2.00,0.00,24.00,1.00,3.00,0.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6203,1947,Graduation,Married," ₹ 74,485.00 ",0.00,0.00,24-08-2013,58.00,499.00,149.00,815.00,173.00,49.00,49.00,1.00,6.00,7.00,12.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7165,1972,Graduation,Married," ₹ 64,474.00 ",0.00,1.00,22-10-2013,59.00,381.00,35.00,172.00,56.00,86.00,93.00,2.00,8.00,2.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3595,1963,Graduation,Married," ₹ 77,226.00 ",0.00,1.00,28-02-2014,29.00,631.00,43.00,239.00,128.00,76.00,21.00,2.00,6.00,8.00,12.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8537,1949,Graduation,Widow," ₹ 72,643.00 ",0.00,0.00,27-02-2013,60.00,526.00,80.00,553.00,123.00,94.00,53.00,1.00,3.00,10.00,7.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,1.00
4331,1978,Master,Married," ₹ 85,738.00 ",0.00,0.00,23-01-2014,41.00,913.00,26.00,376.00,17.00,26.00,13.00,1.00,3.00,6.00,11.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
6281,1966,Graduation,Divorced," ₹ 55,686.00 ",0.00,1.00,14-02-2013,27.00,673.00,0.00,199.00,37.00,47.00,26.00,2.00,6.00,3.00,5.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4338,1983,Graduation,Single," ₹ 39,062.00 ",1.00,0.00,25-03-2014,28.00,23.00,0.00,9.00,0.00,0.00,12.00,1.00,1.00,0.00,3.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2452,1971,Graduation,Married," ₹ 34,600.00 ",1.00,1.00,01-01-2013,8.00,199.00,33.00,60.00,8.00,3.00,15.00,5.00,5.00,2.00,5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
9507,1975,Graduation,Married," ₹ 40,794.00 ",0.00,1.00,07-04-2013,18.00,261.00,23.00,73.00,4.00,23.00,50.00,2.00,6.00,3.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8360,1971,2n Cycle,Married," ₹ 54,690.00 ",1.00,1.00,07-11-2013,76.00,111.00,16.00,37.00,7.00,9.00,18.00,3.00,3.00,1.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10311,1969,Graduation,Married," ₹ 4,428.00 ",0.00,1.00,05-10-2013,0.00,16.00,4.00,12.00,2.00,4.00,321.00,0.00,25.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5117,1963,2n Cycle,Married," ₹ 32,632.00 ",0.00,0.00,02-08-2012,32.00,63.00,151.00,137.00,153.00,19.00,53.00,2.00,4.00,4.00,8.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4867,1968,PhD,Single," ₹ 38,236.00 ",1.00,1.00,20-09-2013,2.00,58.00,0.00,18.00,2.00,0.00,10.00,4.00,3.00,0.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9289,1979,Graduation,Married," ₹ 36,781.00 ",1.00,0.00,10-04-2014,16.00,29.00,1.00,17.00,0.00,3.00,13.00,1.00,2.00,1.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
10913,1984,Master,Single," ₹ 31,385.00 ",1.00,0.00,05-12-2012,56.00,3.00,2.00,12.00,0.00,1.00,9.00,1.00,1.00,0.00,2.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
3032,1984,Graduation,Married," ₹ 24,570.00 ",1.00,0.00,27-02-2013,97.00,28.00,34.00,62.00,11.00,14.00,44.00,3.00,4.00,0.00,4.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8524,1974,PhD,Divorced," ₹ 25,509.00 ",1.00,0.00,18-09-2012,15.00,40.00,3.00,30.00,10.00,7.00,11.00,3.00,3.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
3334,1951,Graduation,Married," ₹ 94,642.00 ",0.00,0.00,12-02-2014,35.00,879.00,143.00,797.00,106.00,143.00,143.00,0.00,5.00,7.00,9.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,11.00,0.00
4470,1962,Master,Married," ₹ 58,646.00 ",0.00,1.00,10-06-2013,3.00,62.00,1.00,44.00,6.00,5.00,22.00,1.00,2.00,1.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1406,1975,Graduation,Single," ₹ 53,201.00 ",1.00,1.00,12-02-2013,49.00,280.00,7.00,81.00,20.00,0.00,27.00,8.00,6.00,3.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8619,1957,Graduation,Married," ₹ 21,994.00 ",0.00,1.00,24-12-2012,4.00,9.00,0.00,6.00,3.00,1.00,3.00,1.00,0.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10821,1978,Graduation,Married," ₹ 57,113.00 ",1.00,1.00,06-02-2013,45.00,182.00,4.00,33.00,0.00,2.00,42.00,6.00,4.00,1.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4552,1991,Graduation,Married," ₹ 51,373.00 ",0.00,0.00,22-06-2013,37.00,83.00,2.00,101.00,64.00,26.00,117.00,1.00,3.00,5.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
898,1986,Graduation,Married," ₹ 23,477.00 ",1.00,0.00,21-10-2013,39.00,38.00,15.00,54.00,3.00,8.00,29.00,3.00,3.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9797,1956,Graduation,Married," ₹ 58,116.00 ",0.00,1.00,13-04-2014,38.00,228.00,19.00,130.00,4.00,11.00,51.00,2.00,3.00,3.00,8.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10949,1963,PhD,Divorced," ₹ 72,968.00 ",0.00,0.00,16-12-2013,8.00,1092.00,37.00,592.00,145.00,37.00,55.00,1.00,5.00,5.00,8.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,1.00
8212,1971,Master,Married," ₹ 39,791.00 ",0.00,1.00,28-03-2013,89.00,85.00,15.00,27.00,13.00,13.00,21.00,2.00,3.00,1.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6248,1947,Master,Single," ₹ 91,712.00 ",0.00,0.00,17-10-2013,47.00,1276.00,24.00,746.00,94.00,29.00,48.00,0.00,9.00,7.00,11.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
10164,1958,Graduation,Single," ₹ 94,472.00 ",0.00,1.00,03-04-2014,75.00,1017.00,33.00,417.00,108.00,100.00,16.00,1.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
4547,1960,Graduation,Married," ₹ 13,672.00 ",1.00,1.00,17-04-2013,86.00,6.00,2.00,9.00,2.00,1.00,5.00,2.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6815,1980,2n Cycle,Married," ₹ 96,547.00 ",0.00,0.00,23-05-2014,4.00,448.00,21.00,125.00,52.00,101.00,62.00,0.00,7.00,6.00,8.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
4122,1975,Graduation,Married," ₹ 79,205.00 ",0.00,0.00,29-08-2012,73.00,504.00,23.00,117.00,179.00,28.00,44.00,1.00,6.00,5.00,4.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,1.00
10841,1975,PhD,Married," ₹ 56,559.00 ",0.00,1.00,25-12-2012,46.00,226.00,22.00,133.00,41.00,31.00,31.00,3.00,4.00,3.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5370,1973,PhD,Married," ₹ 32,644.00 ",1.00,0.00,16-01-2013,38.00,239.00,3.00,141.00,0.00,7.00,23.00,4.00,7.00,1.00,6.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
176,1980,2n Cycle,Single," ₹ 67,506.00 ",0.00,1.00,02-01-2014,73.00,90.00,38.00,67.00,33.00,36.00,67.00,1.00,4.00,1.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4860,1970,Graduation,Single," ₹ 24,206.00 ",1.00,0.00,08-03-2013,66.00,7.00,2.00,8.00,3.00,2.00,3.00,1.00,1.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10757,1967,PhD,Divorced," ₹ 28,420.00 ",1.00,0.00,24-12-2013,36.00,4.00,2.00,5.00,2.00,0.00,0.00,1.00,1.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4023,1970,Graduation,Married," ₹ 22,979.00 ",1.00,0.00,06-09-2012,29.00,16.00,17.00,19.00,20.00,21.00,22.00,3.00,3.00,2.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
6679,1966,Graduation,Single," ₹ 33,279.00 ",0.00,0.00,12-06-2014,29.00,10.00,3.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9923,1972,Master,Single," ₹ 46,423.00 ",1.00,1.00,18-09-2013,6.00,68.00,0.00,16.00,0.00,0.00,8.00,3.00,2.00,0.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7181,1977,Graduation,Married," ₹ 30,368.00 ",0.00,1.00,07-11-2013,97.00,35.00,0.00,13.00,2.00,0.00,2.00,2.00,2.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3599,1970,Graduation,Married," ₹ 63,684.00 ",0.00,1.00,26-11-2012,61.00,575.00,80.00,428.00,208.00,93.00,80.00,3.00,8.00,4.00,8.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
405,1964,Graduation,Divorced," ₹ 41,638.00 ",0.00,1.00,13-02-2013,68.00,315.00,0.00,31.00,4.00,0.00,91.00,4.00,5.00,5.00,3.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6870,1959,PhD,Divorced," ₹ 68,805.00 ",0.00,1.00,17-09-2013,73.00,182.00,2.00,49.00,17.00,13.00,20.00,1.00,3.00,1.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
832,1966,PhD,Married," ₹ 65,814.00 ",0.00,1.00,02-03-2014,90.00,561.00,14.00,113.00,10.00,14.00,35.00,3.00,8.00,2.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2002,1958,Graduation,Divorced," ₹ 71,964.00 ",0.00,0.00,20-05-2013,81.00,587.00,51.00,932.00,180.00,34.00,86.00,1.00,5.00,6.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3657,1986,Graduation,Single," ₹ 39,146.00 ",1.00,0.00,14-02-2013,1.00,94.00,1.00,33.00,13.00,12.00,12.00,3.00,4.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
500,1977,Graduation,Married," ₹ 96,876.00 ",0.00,0.00,06-08-2013,79.00,908.00,43.00,735.00,40.00,194.00,21.00,1.00,7.00,7.00,9.00,2.00,0.00,1.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
1951,1981,Basic,Married," ₹ 34,445.00 ",0.00,0.00,27-01-2013,92.00,228.00,122.00,122.00,208.00,129.00,30.00,6.00,11.00,2.00,8.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3262,1958,Graduation,Single," ₹ 68,281.00 ",0.00,0.00,07-08-2012,31.00,995.00,112.00,417.00,42.00,48.00,41.00,1.00,2.00,9.00,13.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
4102,1975,2n Cycle,Married," ₹ 37,284.00 ",1.00,1.00,29-03-2013,46.00,11.00,1.00,2.00,2.00,1.00,6.00,1.00,0.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7042,1983,Graduation,Married," ₹ 36,790.00 ",0.00,0.00,01-03-2013,14.00,3.00,3.00,14.00,15.00,21.00,10.00,1.00,2.00,1.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
10598,1967,Graduation,Married," ₹ 27,943.00 ",1.00,1.00,15-04-2013,89.00,12.00,1.00,16.00,4.00,1.00,3.00,3.00,2.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
255,1951,Graduation,Divorced," ₹ 22,263.00 ",1.00,1.00,30-03-2014,31.00,17.00,0.00,2.00,0.00,0.00,2.00,2.00,1.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,11.00,0.00
2375,1972,Graduation,Married," ₹ 30,261.00 ",1.00,2.00,25-09-2012,75.00,8.00,0.00,5.00,0.00,3.00,6.00,1.00,0.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9829,1978,Graduation,Married," ₹ 28,587.00 ",1.00,0.00,12-02-2014,42.00,22.00,4.00,17.00,12.00,10.00,13.00,3.00,2.00,0.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6214,1982,Master,Married," ₹ 43,815.00 ",1.00,0.00,05-04-2013,53.00,14.00,10.00,29.00,4.00,7.00,15.00,1.00,2.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4954,1956,Graduation,Married," ₹ 48,195.00 ",1.00,1.00,21-01-2014,53.00,106.00,27.00,68.00,52.00,7.00,5.00,6.00,4.00,2.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7861,1952,Master,Married," ₹ 77,027.00 ",0.00,1.00,05-02-2014,23.00,820.00,57.00,242.00,45.00,0.00,11.00,2.00,8.00,3.00,6.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4837,1965,PhD,Married," ₹ 71,322.00 ",0.00,1.00,16-02-2013,57.00,753.00,43.00,226.00,69.00,10.00,204.00,2.00,8.00,5.00,13.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9423,1979,Master,Married," ₹ 32,765.00 ",1.00,0.00,23-02-2014,49.00,13.00,3.00,17.00,7.00,3.00,3.00,2.00,2.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4198,1965,Graduation,Married," ₹ 29,672.00 ",1.00,1.00,12-03-2013,6.00,9.00,1.00,3.00,0.00,4.00,8.00,1.00,0.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
153,1953,Graduation,Divorced," ₹ 23,272.00 ",0.00,0.00,17-10-2013,29.00,19.00,3.00,6.00,4.00,2.00,12.00,1.00,1.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9323,1949,Master,Married," ₹ 49,912.00 ",0.00,1.00,07-09-2012,5.00,520.00,8.00,223.00,32.00,49.00,42.00,4.00,10.00,5.00,7.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
10001,1985,2n Cycle,Married," ₹ 7,500.00 ",1.00,0.00,01-08-2012,98.00,5.00,17.00,17.00,13.00,14.00,34.00,4.00,2.00,1.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3945,1947,PhD,Widow," ₹ 68,117.00 ",0.00,1.00,10-03-2013,80.00,618.00,44.00,215.00,0.00,17.00,36.00,2.00,11.00,8.00,4.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
3799,1955,Graduation,Married," ₹ 67,225.00 ",0.00,1.00,26-11-2013,4.00,315.00,35.00,322.00,46.00,7.00,143.00,3.00,7.00,2.00,11.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8625,1976,Graduation,Married," ₹ 17,649.00 ",1.00,0.00,12-11-2013,70.00,15.00,1.00,23.00,0.00,5.00,1.00,3.00,3.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3491,1975,Graduation,Married," ₹ 55,914.00 ",0.00,1.00,29-04-2013,32.00,384.00,60.00,364.00,119.00,101.00,232.00,4.00,11.00,6.00,8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
983,1984,Graduation,Married," ₹ 40,059.00 ",1.00,0.00,28-09-2013,82.00,110.00,29.00,92.00,28.00,10.00,145.00,1.00,6.00,2.00,3.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9119,1950,Graduation,Married," ₹ 60,905.00 ",0.00,1.00,05-12-2013,27.00,208.00,17.00,76.00,36.00,17.00,38.00,2.00,3.00,3.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4786,1977,Graduation,Married," ₹ 75,330.00 ",1.00,1.00,04-10-2012,94.00,555.00,82.00,257.00,93.00,61.00,61.00,4.00,10.00,3.00,12.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5872,1951,Graduation,Single," ₹ 60,689.00 ",0.00,1.00,01-06-2013,23.00,240.00,90.00,216.00,63.00,6.00,24.00,4.00,4.00,4.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
